Noun,Class,Jaro-Winkler_Score,Cosine_Sim_Score
hear,think,0.48333333333333334,0.6583555340766907
hear,feel,0.5,0.621399998664856
hear,thing,0.48333333333333334,0.6176791191101074
hear,reason,0.611111111111111,0.5917913317680359
hear,conversation,0.5555555555555555,0.5637826323509216
hear,fact,0.5,0.5470532774925232
hear,song,0.0,0.544771671295166
hear,mean,0.6666666666666666,0.5353618264198303
hear,read,0.6666666666666666,0.5316948294639587
hear,audience,0.4166666666666667,0.5190098881721497
hear,right,0.0,0.5156726241111755
hear,truth,0.0,0.5091649889945984
hear,attention,0.40740740740740744,0.5081748962402344
hear,time,0.0,0.5044293999671936
hear,write,0.0,0.49893924593925476
hear,witness,0.0,0.4978160262107849
hear,chance,0.611111111111111,0.49486827850341797
hear,idea,0.6666666666666666,0.49358418583869934
hear,fear,0.8333333333333334,0.49055665731430054
hear,crowd,0.0,0.4859977960586548
hear,rest,0.5,0.47963008284568787
hear,word,0.5,0.4694588780403137
hear,opportunity,0.44696969696969696,0.46302375197410583
hear,speech,0.47222222222222215,0.4564362168312073
hear,judge,0.0,0.45616668462753296
hear,cause,0.48333333333333334,0.45075303316116333
hear,cause,0.48333333333333334,0.45075303316116333
hear,whole,0.48333333333333334,0.4494081735610962
hear,promise,0.46428571428571425,0.4474853277206421
hear,help,0.6666666666666666,0.4443056583404541
hear,day,0.5277777777777778,0.44094347953796387
hear,story,0.48333333333333334,0.4343535900115967
hear,gospel,0.0,0.4256206452846527
hear,change,0.611111111111111,0.4251243770122528
hear,situation,0.4537037037037037,0.4208449423313141
hear,prayer,0.4444444444444444,0.41963714361190796
hear,end,0.5277777777777778,0.41903477907180786
hear,couple,0.0,0.41880905628204346
hear,comment,0.0,0.4171423316001892
hear,place,0.48333333333333334,0.4154871702194214
hear,man,0.5277777777777778,0.41516992449760437
hear,response,0.4166666666666667,0.411355197429657
hear,mother,0.47222222222222215,0.4090946614742279
hear,blessing,0.4583333333333333,0.4071151316165924
hear,point,0.0,0.40683475136756897
hear,respect,0.46428571428571425,0.4061872065067291
hear,play,0.5,0.3991127014160156
hear,person,0.611111111111111,0.3989745080471039
hear,life,0.0,0.3984149098396301
hear,desire,0.611111111111111,0.3979683816432953
hear,speaker,0.5952380952380952,0.3975464999675751
hear,testimony,0.4537037037037037,0.39427927136421204
hear,conclusion,0.0,0.39299824833869934
hear,news,0.5,0.39019662141799927
hear,country,0.46428571428571425,0.389695405960083
hear,boy,0.0,0.38894855976104736
hear,scene,0.48333333333333334,0.3861989974975586
hear,father,0.611111111111111,0.38526996970176697
hear,sister,0.47222222222222215,0.3836086094379425
hear,suspect,0.0,0.38284656405448914
hear,head,0.8833333333333334,0.3821425437927246
hear,job,0.0,0.3808192312717438
hear,world,0.48333333333333334,0.37176284193992615
hear,message,0.5952380952380952,0.3695550560951233
hear,suffer,0.47222222222222215,0.3692503869533539
hear,wife,0.0,0.3685551583766937
hear,church,0.611111111111111,0.36773523688316345
hear,meeting,0.46428571428571425,0.36752748489379883
hear,house,0.48333333333333334,0.36665406823158264
hear,face,0.5,0.3664921224117279
hear,decision,0.4583333333333333,0.3653651475906372
hear,verse,0.6333333333333333,0.3648790419101715
hear,course,0.47222222222222215,0.36451593041419983
hear,neighbor,0.4583333333333333,0.3626112639904022
hear,girl,0.5,0.3616429269313812
hear,struggle,0.4583333333333333,0.36125749349594116
hear,care,0.6666666666666666,0.36005696654319763
hear,baby,0.5,0.3599742352962494
hear,woman,0.48333333333333334,0.3586438298225403
hear,congregation,0.5555555555555555,0.3579603433609009
hear,preacher,0.5972222222222222,0.35758349299430847
hear,half,0.6666666666666666,0.35612577199935913
hear,justice,0.0,0.3559747338294983
hear,death,0.6333333333333333,0.35532933473587036
hear,room,0.0,0.3510536849498749
hear,doctor,0.47222222222222215,0.34966379404067993
hear,drink,0.0,0.3479045629501343
hear,part,0.6666666666666666,0.3466491103172302
hear,effort,0.611111111111111,0.34601539373397827
hear,town,0.0,0.3439481258392334
hear,hour,0.6666666666666666,0.3420291543006897
hear,narrator,0.5833333333333334,0.34161248803138733
hear,vote,0.0,0.3414881229400635
hear,thousand,0.5833333333333334,0.34063780307769775
hear,pain,0.5,0.34012341499328613
hear,sermon,0.611111111111111,0.3387570381164551
hear,freedom,0.42857142857142855,0.33840638399124146
hear,occasion,0.4583333333333333,0.3373013138771057
hear,teacher,0.5952380952380952,0.33655494451522827
hear,argument,0.5833333333333334,0.33595290780067444
hear,figure,0.47222222222222215,0.3344961404800415
hear,dinner,0.47222222222222215,0.33416879177093506
hear,pastor,0.611111111111111,0.334085613489151
hear,smoke,0.0,0.3336833417415619
hear,public,0.0,0.3329051434993744
hear,poem,0.5,0.3324874937534332
hear,case,0.5,0.33240506052970886
hear,majority,0.5833333333333334,0.33109214901924133
hear,money,0.0,0.3306816518306732
hear,use,0.5277777777777778,0.33066174387931824
hear,piece,0.48333333333333334,0.33020082116127014
hear,focus,0.0,0.32892248034477234
hear,believer,0.4583333333333333,0.3281515836715698
hear,fire,0.5,0.32682880759239197
hear,background,0.5666666666666667,0.32679158449172974
hear,belief,0.47222222222222215,0.32460445165634155
hear,statement,0.40740740740740744,0.3237243592739105
hear,record,0.611111111111111,0.3230888843536377
hear,topic,0.0,0.32259681820869446
hear,influence,0.0,0.3208986222743988
hear,grandfather,0.393939393939394,0.32008257508277893
hear,train,0.48333333333333334,0.32002875208854675
hear,attempt,0.42857142857142855,0.3199236989021301
hear,home,0.5,0.31932803988456726
hear,child,0.48333333333333334,0.31725868582725525
hear,lyric,0.48333333333333334,0.31573325395584106
hear,knowledge,0.0,0.3139970004558563
hear,eye,0.5277777777777778,0.31397590041160583
hear,counsel,0.0,0.3133006691932678
hear,recollection,0.38888888888888884,0.3130870461463928
hear,community,0.0,0.3130205273628235
hear,fate,0.5,0.3122406303882599
hear,nation,0.47222222222222215,0.3090221583843231
hear,honor,0.6333333333333333,0.30790644884109497
hear,request,0.46428571428571425,0.3076271414756775
hear,reader,0.75,0.30729514360427856
hear,victim,0.0,0.30617043375968933
hear,ability,0.46428571428571425,0.30567464232444763
hear,success,0.0,0.3044865131378174
hear,court,0.48333333333333334,0.3036458492279053
hear,genius,0.47222222222222215,0.30327683687210083
hear,effect,0.47222222222222215,0.30317986011505127
hear,report,0.611111111111111,0.302707314491272
hear,tour,0.5,0.30089014768600464
hear,language,0.4583333333333333,0.3000718653202057
hear,year,0.8333333333333334,0.2996973693370819
hear,school,0.47222222222222215,0.29882627725601196
hear,issue,0.0,0.2986583709716797
hear,guest,0.48333333333333334,0.2985307574272156
hear,impact,0.47222222222222215,0.29819774627685547
hear,favor,0.6333333333333333,0.2981643080711365
hear,street,0.4444444444444444,0.29733434319496155
hear,book,0.0,0.2969336211681366
hear,interest,0.5833333333333334,0.2967038154602051
hear,ground,0.47222222222222215,0.2965299189090729
hear,dog,0.0,0.2947433292865753
hear,jury,0.5,0.29431894421577454
hear,family,0.47222222222222215,0.29422006011009216
hear,subject,0.0,0.2933148145675659
hear,funeral,0.5952380952380952,0.29319193959236145
hear,invitation,0.45,0.29256144165992737
hear,grave,0.48333333333333334,0.2920779585838318
hear,article,0.5952380952380952,0.2913764417171478
hear,force,0.48333333333333334,0.29075250029563904
hear,city,0.0,0.2904925048351288
hear,escape,0.611111111111111,0.29037246108055115
hear,judgment,0.0,0.289466917514801
hear,petition,0.4583333333333333,0.2890138328075409
hear,information,0.393939393939394,0.28868648409843445
hear,courtroom,0.4537037037037037,0.2873826026916504
hear,tale,0.5,0.287284791469574
hear,order,0.48333333333333334,0.28679248690605164
hear,practice,0.4166666666666667,0.2860424816608429
hear,manner,0.611111111111111,0.2850978970527649
hear,light,0.0,0.2845994532108307
hear,battle,0.47222222222222215,0.2842493951320648
hear,perception,0.5666666666666667,0.2838897407054901
hear,circumstance,0.4444444444444444,0.28368327021598816
hear,road,0.5,0.2832580804824829
hear,lawyer,0.611111111111111,0.28263622522354126
hear,power,0.48333333333333334,0.282276451587677
hear,instance,0.4583333333333333,0.2814616858959198
hear,election,0.4583333333333333,0.2802005112171173
hear,priest,0.4444444444444444,0.28015923500061035
hear,return,0.611111111111111,0.2801021933555603
hear,behalf,0.6388888888888888,0.2799097001552582
hear,human,0.6333333333333333,0.27915358543395996
hear,president,0.40740740740740744,0.27884969115257263
hear,relationship,0.5555555555555555,0.2786136567592621
hear,state,0.48333333333333334,0.27797242999076843
hear,session,0.46428571428571425,0.2777823805809021
hear,weather,0.5952380952380952,0.277265340089798
hear,hero,0.8666666666666667,0.27707186341285706
hear,support,0.46428571428571425,0.27658531069755554
hear,purpose,0.46428571428571425,0.2764069437980652
hear,movement,0.4583333333333333,0.27499499917030334
hear,difficulty,0.0,0.27313587069511414
hear,controversy,0.44696969696969696,0.2729324996471405
hear,religion,0.4166666666666667,0.27268078923225403
hear,attorney,0.5833333333333334,0.2720959484577179
hear,decade,0.611111111111111,0.2720555365085602
hear,website,0.46428571428571425,0.2719111442565918
hear,website,0.46428571428571425,0.2719111442565918
hear,government,0.5666666666666667,0.2715904414653778
hear,release,0.5952380952380952,0.27142906188964844
hear,war,0.7222222222222222,0.27094683051109314
hear,group,0.0,0.26944246888160706
hear,society,0.0,0.2686499059200287
hear,official,0.0,0.2685745358467102
hear,food,0.0,0.2685558795928955
hear,context,0.0,0.26855024695396423
hear,artist,0.611111111111111,0.268512099981308
hear,station,0.46428571428571425,0.26740023493766785
hear,event,0.48333333333333334,0.2671806514263153
hear,marriage,0.5833333333333334,0.2667229473590851
hear,address,0.5952380952380952,0.2666574716567993
hear,shift,0.48333333333333334,0.2663782238960266
hear,bill,0.0,0.266180157661438
hear,input,0.0,0.26549309492111206
hear,movie,0.0,0.265241801738739
hear,set,0.5277777777777778,0.2650226652622223
hear,attack,0.47222222222222215,0.2647302448749542
hear,number,0.47222222222222215,0.26465392112731934
hear,violence,0.4583333333333333,0.2642623484134674
hear,plan,0.5,0.26329320669174194
hear,outcome,0.0,0.2628231346607208
hear,enemy,0.48333333333333334,0.26058781147003174
hear,major,0.6333333333333333,0.2605084776878357
hear,permission,0.5666666666666667,0.259135365486145
hear,patient,0.46428571428571425,0.25905004143714905
hear,study,0.0,0.25900799036026
hear,friendship,0.39999999999999997,0.2588031589984894
hear,party,0.6333333333333333,0.25872060656547546
hear,meal,0.6666666666666666,0.2584957480430603
hear,camp,0.5,0.2583795487880707
hear,birth,0.48333333333333334,0.25835299491882324
hear,review,0.47222222222222215,0.2570722699165344
hear,professor,0.40740740740740744,0.2565251290798187
hear,result,0.47222222222222215,0.25642624497413635
hear,authority,0.5833333333333334,0.25441163778305054
hear,servant,0.6150793650793651,0.25436824560165405
hear,detail,0.611111111111111,0.25420260429382324
hear,officer,0.0,0.254120796918869
hear,ceremony,0.5833333333333334,0.2540702223777771
hear,action,0.47222222222222215,0.2537616789340973
hear,resident,0.4166666666666667,0.2533971667289734
hear,journalist,0.39999999999999997,0.2531331181526184
hear,master,0.611111111111111,0.25238126516342163
hear,crew,0.5,0.2523272931575775
hear,company,0.46428571428571425,0.252277672290802
hear,soldier,0.0,0.2516481280326843
hear,theme,0.6333333333333333,0.2513042688369751
hear,ocean,0.6333333333333333,0.25127536058425903
hear,water,0.6333333333333333,0.2506137788295746
hear,cave,0.5,0.2503107488155365
hear,energy,0.611111111111111,0.250056654214859
hear,shop,0.5,0.2497193068265915
hear,office,0.0,0.24940572679042816
hear,hospital,0.4583333333333333,0.2483644336462021
hear,politician,0.0,0.24773505330085754
hear,king,0.0,0.2475566864013672
hear,view,0.5,0.24661001563072205
hear,prison,0.47222222222222215,0.24655914306640625
hear,line,0.0,0.24607130885124207
hear,market,0.611111111111111,0.24554699659347534
hear,introduction,0.4444444444444444,0.24392756819725037
hear,build,0.0,0.24335327744483948
hear,research,0.5972222222222222,0.24313871562480927
hear,consequence,0.44696969696969696,0.241721048951149
hear,crime,0.0,0.24155837297439575
hear,frequency,0.40740740740740744,0.24141263961791992
hear,spring,0.47222222222222215,0.24133749306201935
hear,coast,0.48333333333333334,0.2413354367017746
hear,student,0.0,0.240885928273201
hear,river,0.48333333333333334,0.2408805638551712
hear,gift,0.0,0.24018537998199463
hear,responsibility,0.38095238095238093,0.23996992409229279
hear,spouse,0.0,0.23986104130744934
hear,performance,0.5606060606060607,0.2397308051586151
hear,blood,0.0,0.23946623504161835
hear,parent,0.6388888888888888,0.2391437292098999
