Verb,Predicate,Jaro-Winkler_Score,Cosine_Sim_Score
show,exhibit,0.46428571428571425,0.5530134439468384
show,event,0.0,0.5369247794151306
show,appearance,0.0,0.530107855796814
show,audience,0.0,0.508934497833252
show,thing,0.48333333333333334,0.48417019844055176
show,time,0.0,0.4773782193660736
show,scene,0.48333333333333334,0.47345149517059326
show,chance,0.47222222222222215,0.4629139304161072
show,reason,0.47222222222222215,0.4621269404888153
show,fact,0.0,0.45707830786705017
show,think,0.48333333333333334,0.4512016475200653
show,attention,0.0,0.44199129939079285
show,part,0.0,0.4395124912261963
show,place,0.0,0.4360247850418091
show,mean,0.0,0.43308770656585693
show,idea,0.0,0.4263670742511749
show,feature,0.0,0.42442992329597473
show,right,0.0,0.42321813106536865
show,change,0.47222222222222215,0.4226890206336975
show,figure,0.0,0.4211559295654297
show,tour,0.5,0.4201524555683136
show,performance,0.44696969696969696,0.4191540479660034
show,day,0.0,0.41879475116729736
show,witness,0.0,0.4109427332878113
show,rest,0.0,0.4090462327003479
show,story,0.6333333333333333,0.4073846936225891
show,crowd,0.6333333333333333,0.4054511785507202
show,end,0.0,0.4045291543006897
show,whole,0.6333333333333333,0.40348899364471436
show,public,0.0,0.4026261270046234
show,couple,0.47222222222222215,0.4012698829174042
show,point,0.48333333333333334,0.3974533677101135
show,set,0.5277777777777778,0.39644044637680054
show,movie,0.48333333333333334,0.39452409744262695
show,star,0.5,0.3944113254547119
show,cause,0.0,0.3943302035331726
show,cause,0.0,0.3943302035331726
show,year,0.0,0.3908245265483856
show,news,0.5,0.3904799222946167
show,opportunity,0.44696969696969696,0.3902173340320587
show,judge,0.0,0.3902055621147156
show,artist,0.0,0.3872808814048767
show,guest,0.0,0.3859853744506836
show,drag,0.0,0.38004475831985474
show,report,0.47222222222222215,0.3788710832595825
show,promise,0.46428571428571425,0.37842029333114624
show,record,0.47222222222222215,0.37817955017089844
show,world,0.48333333333333334,0.3776572644710541
show,success,0.46428571428571425,0.3750591278076172
show,actor,0.48333333333333334,0.37499451637268066
show,feel,0.0,0.37258023023605347
show,party,0.0,0.370809406042099
show,view,0.5,0.37063199281692505
show,song,0.6666666666666666,0.3693360388278961
show,face,0.0,0.36930298805236816
show,film,0.0,0.36804860830307007
show,action,0.47222222222222215,0.3675573766231537
show,group,0.48333333333333334,0.3670370876789093
show,play,0.0,0.36537039279937744
show,interest,0.0,0.3650171756744385
show,focus,0.48333333333333334,0.36444419622421265
show,character,0.4537037037037037,0.363939106464386
show,truth,0.0,0.36346375942230225
show,auction,0.0,0.36313730478286743
show,return,0.0,0.36150115728378296
show,website,0.0,0.36118394136428833
show,website,0.0,0.36118394136428833
show,detail,0.0,0.3606683909893036
show,country,0.46428571428571425,0.3605916202068329
show,role,0.5,0.360459566116333
show,result,0.47222222222222215,0.35828840732574463
show,help,0.5,0.3582476079463959
show,crew,0.5,0.35736915469169617
show,man,0.0,0.3560287654399872
