CQ_String,Enslaved_String,Jaro-Winkler_Score,Cosine_Sim_Score
goal,effort,0.47222222222222215,0.6675649285316467
goal,success,0.0,0.5418024063110352
goal,success,0.0,0.5418024063110352
goal,objective,0.4537037037037037,0.5265413522720337
goal,attempt,0.46428571428571425,0.5208761692047119
goal,opportunity,0.44696969696969696,0.5131887793540955
goal,chance,0.47222222222222215,0.5084219574928284
goal,point,0.48333333333333334,0.5041125416755676
goal,focus,0.48333333333333334,0.47875165939331055
goal,focus,0.48333333333333334,0.47875165939331055
goal,score,0.48333333333333334,0.47184717655181885
goal,mission,0.0,0.46407052874565125
goal,mission,0.0,0.46407052874565125
goal,target,0.47222222222222215,0.4567124843597412
goal,target,0.47222222222222215,0.4567124843597412
goal,half,0.6666666666666666,0.452573299407959
goal,idea,0.5,0.44202572107315063
goal,purpose,0.0,0.44076958298683167
goal,desire,0.0,0.43938741087913513
goal,organization,0.5555555555555555,0.4385169744491577
goal,help,0.5,0.4338618516921997
goal,end,0.0,0.43086451292037964
goal,outcome,0.46428571428571425,0.4291526675224304
goal,outcome,0.46428571428571425,0.4291526675224304
goal,contribution,0.4444444444444444,0.4287716746330261
goal,plan,0.5,0.4263996481895447
goal,task,0.5,0.4255323112010956
goal,establish,0.5740740740740741,0.4251914322376251
goal,right,0.0,0.417799711227417
goal,loss,0.5,0.41736677289009094
goal,field,0.48333333333333334,0.41711845993995667
goal,field,0.48333333333333334,0.41711845993995667
goal,struggle,0.4583333333333333,0.4120405912399292
goal,earn,0.5,0.4120403528213501
goal,earn,0.5,0.4120403528213501
goal,play,0.5,0.41089048981666565
goal,time,0.0,0.41067051887512207
goal,time,0.0,0.41067051887512207
goal,own,0.5277777777777778,0.40855175256729126
goal,defeat,0.47222222222222215,0.4082074761390686
goal,place,0.48333333333333334,0.404435396194458
goal,place,0.48333333333333334,0.404435396194458
goal,to,0.5833333333333334,0.4010225832462311
goal,impact,0.47222222222222215,0.4000779688358307
goal,step,0.0,0.3999235928058624
goal,responsibility,0.44047619047619047,0.39846256375312805
goal,practice,0.4583333333333333,0.3976404666900635
goal,decision,0.0,0.3959794342517853
goal,belief,0.47222222222222215,0.39164066314697266
goal,promise,0.46428571428571425,0.3907409906387329
goal,project,0.46428571428571425,0.38784486055374146
goal,result,0.47222222222222215,0.38637393712997437
goal,result,0.47222222222222215,0.38637393712997437
goal,ability,0.5952380952380952,0.3852282762527466
goal,fact,0.5,0.3825436532497406
goal,individual,0.0,0.38203272223472595
goal,reason,0.47222222222222215,0.37949392199516296
goal,reason,0.47222222222222215,0.37949392199516296
goal,level,0.48333333333333334,0.37795549631118774
goal,level,0.48333333333333334,0.37795549631118774
goal,attention,0.4537037037037037,0.3773094415664673
goal,thing,0.0,0.37590083479881287
goal,world,0.6333333333333333,0.3758418560028076
goal,concern,0.46428571428571425,0.37567949295043945
goal,life,0.0,0.3732091784477234
goal,nation,0.47222222222222215,0.37313616275787354
goal,reward,0.47222222222222215,0.37284526228904724
goal,part,0.5,0.37277358770370483
goal,home,0.5,0.37173980474472046
goal,think,0.0,0.3715440034866333
goal,interest,0.0,0.3712790608406067
goal,change,0.47222222222222215,0.3711448609828949
goal,creativity,0.45,0.366401344537735
goal,injury,0.0,0.36451879143714905
goal,skill,0.48333333333333334,0.3620148003101349
goal,conclusion,0.5666666666666667,0.36190706491470337
goal,period,0.0,0.35883599519729614
goal,period,0.0,0.35883599519729614
goal,position,0.4583333333333333,0.3575819432735443
goal,build,0.48333333333333334,0.3566499352455139
goal,defend,0.0,0.35298478603363037
goal,funding,0.0,0.35270416736602783
goal,process,0.46428571428571425,0.35218101739883423
goal,research,0.4583333333333333,0.3510149121284485
goal,complete,0.5833333333333334,0.35082536935806274
goal,community,0.4537037037037037,0.35043519735336304
goal,provide,0.46428571428571425,0.35017797350883484
goal,mean,0.5,0.3475765287876129
goal,money,0.48333333333333334,0.3475099802017212
goal,represent,0.0,0.3471446633338928
goal,action,0.47222222222222215,0.3470727503299713
goal,knowledge,0.5740740740740741,0.3465697765350342
goal,knowledge,0.5740740740740741,0.3465697765350342
goal,possession,0.45,0.3460308015346527
goal,energy,0.0,0.34434908628463745
goal,role,0.6666666666666666,0.3435867726802826
goal,role,0.6666666666666666,0.3435867726802826
goal,basis,0.48333333333333334,0.34294551610946655
goal,situation,0.4537037037037037,0.34261271357536316
goal,rest,0.0,0.3417488932609558
goal,lack,0.5,0.3414536118507385
goal,force,0.48333333333333334,0.3412349820137024
goal,serve,0.0,0.34063535928726196
goal,job,0.5277777777777778,0.33864012360572815
goal,principle,0.0,0.3382579982280731
goal,record,0.47222222222222215,0.3365269601345062
goal,set,0.0,0.3364979922771454
goal,year,0.5,0.3351629972457886
goal,year,0.5,0.3351629972457886
goal,majority,0.4166666666666667,0.3342118263244629
goal,whole,0.6333333333333333,0.3336089849472046
goal,deadline,0.5833333333333334,0.3323838412761688
goal,manage,0.47222222222222215,0.33158451318740845
goal,meeting,0.0,0.3308871388435364
goal,support,0.0,0.3301677703857422
goal,support,0.0,0.3301677703857422
goal,decade,0.47222222222222215,0.3287893831729889
goal,cost,0.5,0.32850733399391174
goal,teach,0.48333333333333334,0.328188419342041
goal,experience,0.0,0.32803821563720703
goal,aid,0.0,0.3253556489944458
goal,organisation,0.5555555555555555,0.3250776529312134
goal,human,0.48333333333333334,0.3242371380329132
goal,truth,0.0,0.3235483467578888
goal,strength,0.0,0.3230223059654236
goal,line,0.0,0.32187017798423767
