CQ_String,Enslaved_String,Jaro-Winkler_Score,Cosine_Sim_Score
life,life,1.0,1.0
life,world,0.0,0.6245849132537842
life,time,0.6666666666666666,0.6031134724617004
life,time,0.6666666666666666,0.6031134724617004
life,death,0.0,0.589201807975769
life,struggle,0.0,0.5735987424850464
life,experience,0.39999999999999997,0.5682759881019592
life,family,0.4444444444444444,0.567951500415802
life,freedom,0.5952380952380952,0.5661211609840393
life,society,0.5952380952380952,0.5658926963806152
life,relationship,0.5555555555555555,0.5629607439041138
life,desire,0.4444444444444444,0.5606374740600586
life,feel,0.5,0.5585469603538513
life,rest,0.0,0.5513852834701538
life,own,0.0,0.5509229898452759
life,truth,0.0,0.5506911277770996
life,human,0.0,0.5480013489723206
life,day,0.0,0.546523928642273
life,thing,0.48333333333333334,0.5458067059516907
life,friendship,0.5722222222222223,0.5426148176193237
life,man,0.0,0.5384930968284607
life,mother,0.47222222222222215,0.5383927822113037
life,home,0.5,0.5351091027259827
life,father,0.611111111111111,0.5296993255615234
life,whole,0.48333333333333334,0.5281010270118713
life,story,0.0,0.5210840702056885
life,place,0.6333333333333333,0.5080856084823608
life,place,0.6333333333333333,0.5080856084823608
life,promise,0.0,0.5065029859542847
life,change,0.47222222222222215,0.50602126121521
life,care,0.5,0.5021497011184692
life,reason,0.47222222222222215,0.49956411123275757
life,reason,0.47222222222222215,0.49956411123275757
life,person,0.47222222222222215,0.49505192041397095
life,fact,0.0,0.4949420690536499
life,escape,0.47222222222222215,0.4939570724964142
life,age,0.5277777777777778,0.48956742882728577
life,situation,0.4537037037037037,0.48945352435112
life,fate,0.5,0.48923662304878235
life,knowledge,0.4537037037037037,0.4880293607711792
life,knowledge,0.4537037037037037,0.4880293607711792
life,woman,0.0,0.4872884750366211
life,end,0.0,0.4856891334056854
life,child,0.48333333333333334,0.48537182807922363
life,success,0.46428571428571425,0.4836195707321167
life,success,0.46428571428571425,0.4836195707321167
life,part,0.0,0.4831258952617645
life,fear,0.0,0.48241227865219116
life,environment,0.393939393939394,0.48195090889930725
life,like,0.8666666666666667,0.48037290573120117
life,opportunity,0.0,0.4790825843811035
life,marriage,0.4583333333333333,0.47834107279777527
life,focus,0.0,0.4777180850505829
life,focus,0.0,0.4777180850505829
life,idea,0.6666666666666666,0.4766083061695099
life,belief,0.6388888888888888,0.4763026237487793
life,adulthood,0.4537037037037037,0.4760968089103699
life,mean,0.0,0.47393926978111267
life,attention,0.4537037037037037,0.47186464071273804
life,suffer,0.611111111111111,0.4693078100681305
life,birth,0.48333333333333334,0.46831804513931274
life,justice,0.0,0.4677639901638031
life,tale,0.5,0.4650466740131378
life,impact,0.47222222222222215,0.4643130600452423
life,friend,0.6388888888888888,0.4620862901210785
